event_id_cnty,event_date,event_type,sub_event_type,civilian_targeting,admin1,latitude,longitude,fatalities,population_1km,population_2km,population_5km,population_best
VEN24441,2019-06-25,Battles,Armed clash,,Zulia,9.0010,-71.9268,1,18753.0,20635.0,30778.0,30778.0
VEN24442,2019-07-01,Violence against civilians,Attack,Civilian targeting,Falcon,11.2700,-69.7151,1,54.0,414.0,969.0,969.0
VEN24443,2019-07-04,Violence against civilians,Attack,Civilian targeting,Zulia,10.4114,-71.6991,2,21512.0,31085.0,33194.0,33194.0
VEN24444,2019-07-05,Battles,Armed clash,,Tachira,7.9802,-72.4382,1,289.0,777.0,1501.0,1501.0
VEN24445,2019-07-05,Violence against civilians,Attack,Civilian targeting,Tachira,7.9194,-72.4431,1,18631.0,41539.0,69141.0,69141.0
VEN24446,2019-07-06,Violence against civilians,Attack,Civilian targeting,Falcon,11.4864,-69.3503,1,13521.0,20123.0,31525.0,31525.0
VEN24447,2019-07-06,Violence against civilians,Attack,Civilian targeting,Tachira,7.9194,-72.4431,3,18631.0,41539.0,69141.0,69141.0
VEN24448,2019-07-06,Violence against civilians,Attack,Civilian targeting,Zulia,10.4114,-71.6991,2,21512.0,31085.0,33194.0,33194.0
VEN24449,2019-07-07,Battles,Armed clash,,Bolivar,8.1292,-63.5409,1,13035.0,82107.0,254495.0,254495.0
VEN24450,2019-07-08,Violence against civilians,Attack,Civilian targeting,Bolivar,8.2950,-62.7191,1,14266.0,76068.0,185799.0,185799.0
VEN24451,2019-07-08,Violence against civilians,Attack,Civilian targeting,Bolivar,8.2950,-62.7191,1,14266.0,76068.0,185799.0,185799.0
VEN24452,2019-07-09,Violence against civilians,Attack,Civilian targeting,Bolivar,8.2950,-62.7191,1,14266.0,76068.0,185799.0,185799.0
VEN24453,2019-07-09,Battles,Armed clash,,Tachira,7.7679,-72.2324,1,27259.0,67212.0,161438.0,161438.0
VEN24454,2019-07-10,Battles,Armed clash,,Bolivar,8.2950,-62.7191,1,14266.0,76068.0,185799.0,185799.0
